hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,total_guests,total_stay,lead_time_group,Revenue,guest_type,is_loyal,has_changes,is_waiting,season,high_intent,price_per_person
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,35,2018,February,8,17,0,4,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,0,Transient,43.76,0,0,Check-Out,2018-02-21,88,2.0,4,medium_term,175.04,couple,no,0,0,normal,0,21.88
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,134,2019,February,8,25,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,30.0,0,Transient-Party,84.0,1,1,Check-Out,2019-02-26,89,2.0,1,long_term,84.0,couple,no,1,0,normal,0,42.0
"Leipzig Marriott Hotel Leipzig, Germany",0,5,2018,January,3,16,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,78.0,1,2,Check-Out,2018-01-17,90,2.0,1,last_minute,78.0,couple,no,0,0,normal,1,39.0
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,0,2018,February,8,18,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,79.0,0,0,Check-Out,2018-02-19,91,2.0,1,last_minute,79.0,couple,no,0,0,normal,0,39.5
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,5,2018,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,93.33,0,0,Check-Out,2018-03-22,92,2.0,3,last_minute,279.99,couple,no,0,0,normal,0,46.665
"St. Louis Downtown West Courtyard St. Louis, MO",0,247,2019,June,25,22,1,3,2,0.0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,108.9,0,0,Check-Out,2019-06-26,93,2.0,4,long_term,435.6,couple,no,0,0,peak,0,54.45
"Leipzig Marriott Hotel Leipzig, Germany",0,47,2019,March,10,10,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,79.2,0,0,Check-Out,2019-03-12,94,2.0,2,medium_term,158.4,couple,no,0,0,normal,0,39.6
"Turtle Beach, Barbados Barbados",1,69,2018,November,45,4,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,2,Canceled,2018-10-09,95,2.0,1,medium_term,79.2,couple,no,0,0,normal,1,39.6
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,235,2018,June,26,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,61,Transient-Party,65.0,0,1,Check-Out,2018-06-26,96,2.0,2,long_term,130.0,couple,no,0,1,peak,0,32.5
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,112,2019,August,34,25,0,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,235.0,0,0,Check-Out,2019-08-27,97,4.0,2,long_term,470.0,family/group,no,0,0,peak,0,58.75
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,93,2019,May,20,18,0,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,0,Transient,123.0,0,2,Check-Out,2019-05-21,98,2.0,3,long_term,369.0,couple,no,1,0,normal,1,61.5
"Baltimore BWI Airport Courtyard Linthicum, MD",0,126,2019,April,16,17,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0,Transient-Party,54.0,0,1,Check-Out,2019-04-19,99,2.0,2,long_term,108.0,couple,no,0,0,normal,0,27.0
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,240,2019,March,9,1,4,10,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,26.64,0,0,Canceled,2018-07-22,100,1.0,14,long_term,372.96000000000004,solo,no,0,0,normal,0,26.64
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,40,2019,February,6,5,4,7,2,0.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,68.0,0,1,Canceled,2019-01-17,101,2.0,11,medium_term,748.0,couple,no,0,0,normal,0,34.0
"W Barcelona Barcelona, Spain",0,132,2018,July,29,13,2,4,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0,Transient,79.56,0,0,Check-Out,2018-07-19,102,2.0,6,long_term,477.36,couple,no,0,0,peak,0,39.78
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,162,2019,April,13,1,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296.0,0,Transient-Party,98.0,0,0,Canceled,2018-12-10,103,2.0,3,long_term,294.0,couple,no,0,0,normal,0,49.0
"W London – Leicester Square London, United Kingdom",0,6,2019,February,8,24,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,14.0,0,Transient,61.2,0,1,Check-Out,2019-02-25,104,2.0,1,last_minute,61.2,couple,no,0,0,normal,0,30.6
"Des Moines West/Clive Courtyard Clive, IA",0,7,2019,May,20,15,1,1,1,0.0,0,BB,USA,Groups,Corporate,0,0,0,A,A,1,No Deposit,14.0,0,Transient-Party,110.0,0,0,Check-Out,2019-05-17,105,1.0,2,last_minute,220.0,solo,no,1,0,normal,0,110.0
"Berlin Marriott Hotel Berlin, Germany",0,49,2018,March,12,15,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,81.9,0,1,Check-Out,2018-03-17,106,2.0,2,medium_term,163.8,couple,no,0,0,normal,0,40.95
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,79,2018,December,51,11,2,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient,52.4,0,0,Check-Out,2018-12-15,107,2.0,4,medium_term,209.6,couple,no,0,0,holiday,0,26.2
"Orlando Airport Courtyard Orlando, FL",1,166,2017,July,29,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0,Transient-Party,76.5,0,1,Canceled,2017-02-17,108,2.0,2,long_term,153.0,couple,no,0,0,peak,0,38.25
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,18,2018,October,42,11,0,1,2,0.0,0,BB,GBR,Direct,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,66.0,0,1,Check-Out,2018-10-12,109,2.0,1,short_term,66.0,couple,no,0,0,normal,0,33.0
"W London – Leicester Square London, United Kingdom",1,335,2018,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,56.0,0,Transient-Party,90.0,0,1,Canceled,2018-10-13,110,2.0,3,long_term,270.0,couple,no,1,0,normal,0,45.0
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,6,2018,June,26,23,0,1,1,0.0,0,BB,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,95.0,0,0,Canceled,2018-06-17,111,1.0,1,last_minute,95.0,solo,no,0,0,peak,0,95.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,18,2018,February,7,13,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0,Transient,29.0,0,0,Check-Out,2018-02-14,112,2.0,1,short_term,29.0,couple,no,0,0,normal,0,14.5
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,62,2017,July,29,13,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,0,Transient,64.0,0,2,Check-Out,2017-07-15,113,2.0,2,medium_term,128.0,couple,no,0,0,peak,1,32.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,2,2019,May,19,11,0,3,2,0.0,0,HB,PRT,Direct,TA/TO,0,0,2,E,E,1,No Deposit,250.0,0,Transient,153.67,0,0,Check-Out,2019-05-14,114,2.0,3,last_minute,461.01,couple,no,1,0,normal,0,76.835
"Albuquerque Airport Courtyard Albuquerque, NM",0,133,2019,May,21,21,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,139.5,0,1,Check-Out,2019-05-23,115,2.0,2,long_term,279.0,couple,no,0,0,normal,0,69.75
"The House, Barbados Barbados",1,0,2019,February,9,27,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,D,0,No Deposit,14.0,0,Transient,35.0,0,0,No-Show,2019-02-27,116,1.0,2,last_minute,70.0,solo,yes,0,0,normal,0,35.0
"Leipzig Marriott Hotel Leipzig, Germany",1,73,2019,March,12,22,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,100.3,0,0,Canceled,2019-01-09,117,2.0,4,medium_term,401.2,couple,no,0,0,normal,0,50.15
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,346,2018,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,115.0,0,1,Check-Out,2018-09-15,118,2.0,2,long_term,230.0,couple,no,0,0,normal,0,57.5
"The House, Barbados Barbados",0,66,2017,December,49,5,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,0,Transient-Party,64.0,0,0,Check-Out,2017-12-07,119,2.0,2,medium_term,128.0,couple,no,0,0,holiday,0,32.0
"Colony Club, Barbados Barbados",1,90,2018,May,21,21,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,116.1,0,0,Canceled,2018-03-21,120,2.0,2,medium_term,232.2,couple,no,0,0,normal,0,58.05
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,6,2019,June,24,12,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,146.0,0,Transient,107.95,0,0,Canceled,2019-06-07,121,1.0,1,last_minute,107.95,solo,no,1,0,peak,0,107.95
"Heidelberg Marriott Hotel Heidelberg, Germany",1,66,2019,May,20,17,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,144.0,0,0,Canceled,2019-03-24,122,2.0,2,medium_term,288.0,couple,no,0,0,normal,0,72.0
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,448,2019,June,24,17,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,112.67,0,1,Check-Out,2019-06-20,123,2.0,3,long_term,338.01,couple,no,0,0,peak,0,56.335
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,271,2017,July,29,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-06-29,124,2.0,2,long_term,124.0,couple,no,0,0,peak,0,31.0
"San Diego Sorrento Valley Courtyard San Diego, CA",1,19,2019,August,31,1,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,140.8,0,0,Canceled,2019-07-13,125,2.0,1,short_term,140.8,couple,no,0,0,peak,0,70.4
"Fort Worth University Drive Courtyard Fort Worth, TX",1,171,2019,March,10,5,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,298.0,0,Transient-Party,45.0,0,0,Canceled,2019-01-11,126,2.0,7,long_term,315.0,couple,no,0,0,normal,0,22.5
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,37,2018,December,51,15,4,9,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,92.31,0,1,Canceled,2018-11-24,127,1.0,13,medium_term,1200.03,solo,no,1,0,holiday,0,92.31
"Courtyard by Marriott Toulouse Airport Toulouse, France",1,22,2018,May,22,26,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,14.0,0,Transient,59.0,0,1,Canceled,2018-05-11,128,2.0,3,short_term,177.0,couple,yes,0,0,normal,0,29.5
"Colony Club, Barbados Barbados",0,0,2018,April,16,16,1,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,E,0,No Deposit,14.0,0,Transient,61.0,0,0,Check-Out,2018-04-18,129,2.0,2,last_minute,122.0,couple,yes,0,0,normal,0,30.5
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,12,2018,October,41,4,0,1,1,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,10.0,0,Transient,126.1,0,0,Check-Out,2018-10-05,130,1.0,1,short_term,126.1,solo,no,1,0,normal,0,126.1
"Renaissance New York Times Square Hotel New York, NY",1,219,2018,September,40,30,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,120.0,0,0,Canceled,2018-03-15,131,2.0,3,long_term,360.0,couple,no,0,0,normal,0,60.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,6,2017,December,50,10,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,0.0,0,0,Check-Out,2017-12-12,132,1.0,2,last_minute,0.0,solo,no,0,0,holiday,0,0.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,200,2019,May,18,2,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,164.7,0,1,Check-Out,2019-05-05,133,2.0,3,long_term,494.09999999999997,couple,no,0,0,normal,0,82.35
"The Ritz-Carlton, Berlin Berlin, Germany",0,140,2019,July,27,3,1,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0,Transient,111.6,0,0,Check-Out,2019-07-06,134,2.0,3,long_term,334.79999999999995,couple,no,1,0,peak,0,55.8
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,85,2018,April,16,11,1,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79.0,0,Transient,72.76,0,0,Check-Out,2018-04-17,135,2.0,6,medium_term,436.56000000000006,couple,no,0,0,normal,0,36.38
"Des Moines West/Clive Courtyard Clive, IA",0,3,2019,January,1,6,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient-Party,44.0,0,1,Check-Out,2019-01-08,136,2.0,2,last_minute,88.0,couple,no,0,0,normal,0,22.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,31,2019,March,9,4,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,77.23,0,0,Check-Out,2019-03-08,137,2.0,4,medium_term,308.92,couple,no,0,0,normal,0,38.615
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,41,2018,March,12,16,2,7,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,0,Transient,66.72,0,1,Check-Out,2018-03-25,138,3.0,9,medium_term,600.48,family/group,no,0,0,normal,0,22.24
"Heidelberg Marriott Hotel Heidelberg, Germany",0,91,2018,July,28,3,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,127.8,0,0,Check-Out,2018-07-10,139,2.0,7,long_term,894.6,couple,no,0,0,peak,0,63.9
"Louisville East Courtyard Louisville, KY",1,372,2018,July,29,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,140,2.0,2,long_term,124.0,couple,no,0,0,peak,0,31.0
"Heidelberg Marriott Hotel Heidelberg, Germany",0,385,2018,October,43,19,2,5,2,0.0,1,BB,GBR,Groups,Corporate,0,0,0,A,C,2,No Deposit,14.0,0,Transient-Party,57.0,1,1,Check-Out,2018-10-26,141,3.0,7,long_term,399.0,family/group,no,1,0,normal,0,19.0
"Greensboro Courtyard Greensboro, NC",0,148,2019,June,24,16,1,2,3,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,162.0,0,1,Check-Out,2019-06-19,142,3.0,3,long_term,486.0,family/group,no,0,0,peak,0,54.0
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,66,2019,February,5,3,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,1,Canceled,2019-01-29,143,2.0,3,medium_term,237.60000000000002,couple,no,0,0,normal,0,39.6
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,0,2018,January,5,26,0,1,3,0.0,0,BB,MAR,Direct,Direct,0,0,0,C,C,0,No Deposit,14.0,0,Transient,50.0,1,0,Check-Out,2018-01-27,144,3.0,1,last_minute,50.0,family/group,no,0,0,normal,0,16.666666666666668
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,37,2017,September,39,20,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,10.0,0,Transient,95.0,0,0,Check-Out,2017-09-24,145,1.0,4,medium_term,380.0,solo,no,0,0,normal,0,95.0
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,4,2018,April,17,17,2,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,0,Transient,152.85,0,2,Check-Out,2018-04-20,146,4.0,3,last_minute,458.54999999999995,family/group,no,0,0,normal,1,38.2125
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,13,2018,May,23,29,2,2,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,118.51,0,1,Check-Out,2018-06-02,147,3.0,4,short_term,474.04,family/group,no,0,0,normal,0,39.50333333333334
"The House, Barbados Barbados",1,266,2019,April,17,25,0,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,81.0,0,1,Canceled,2018-08-04,148,2.0,3,long_term,243.0,couple,no,0,0,normal,0,40.5
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,97,2017,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,1,Check-Out,2017-10-09,149,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,242,2017,September,36,1,2,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0,Contract,58.95,0,0,Check-Out,2017-09-10,150,2.0,9,long_term,530.5500000000001,couple,no,0,0,normal,0,29.475
"Waves, Barbados Barbados",1,244,2017,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,96.0,0,Transient-Party,8.0,0,0,Canceled,2017-06-17,151,2.0,7,long_term,56.0,couple,no,0,0,normal,0,4.0
"Orlando Airport Courtyard Orlando, FL",0,12,2018,August,32,1,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,0,Transient,119.0,0,2,Check-Out,2018-08-04,152,2.0,3,short_term,357.0,couple,no,0,0,peak,1,59.5
"Renaissance Hamburg Hotel Hamburg, Germany",0,98,2018,June,27,26,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,123.33,0,0,Check-Out,2018-07-02,153,2.0,6,long_term,739.98,couple,no,0,0,peak,0,61.665
"Fort Worth University Drive Courtyard Fort Worth, TX",0,5,2019,July,27,3,1,0,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,128.0,0,0,Check-Out,2019-07-04,154,1.0,1,last_minute,128.0,solo,no,0,0,peak,0,128.0
"San Diego Sorrento Valley Courtyard San Diego, CA",1,144,2018,October,41,7,0,2,2,1.0,0,BB,PRT,Complementary,Direct,0,0,0,A,C,0,No Deposit,14.0,0,Transient,0.0,0,0,Canceled,2018-09-28,155,3.0,2,long_term,0.0,family/group,no,0,0,normal,0,0.0
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,172,2019,July,29,17,3,5,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,0,Transient,71.1,0,0,Canceled,2019-07-07,156,2.0,8,long_term,568.8,couple,no,0,0,peak,0,35.55
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,349,2017,October,40,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Contract,62.0,0,0,Canceled,2017-01-01,157,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"San Diego Sorrento Valley Courtyard San Diego, CA",0,236,2018,September,40,27,0,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,84.43,0,1,Check-Out,2018-10-01,158,2.0,4,long_term,337.72,couple,no,0,0,normal,0,42.215
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,315,2018,September,40,28,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0,Transient,98.6,0,0,Check-Out,2018-10-02,159,2.0,4,long_term,394.4,couple,no,1,0,normal,0,49.3
"Baltimore BWI Airport Courtyard Linthicum, MD",0,183,2018,August,32,3,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient-Party,112.0,0,1,Check-Out,2018-08-08,160,2.0,5,long_term,560.0,couple,no,0,0,peak,0,56.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,38,2018,April,17,21,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,118.8,0,1,Check-Out,2018-04-25,161,2.0,4,medium_term,475.2,couple,no,0,0,normal,0,59.4
"San Diego Sorrento Valley Courtyard San Diego, CA",0,72,2017,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,58,Transient-Party,85.67,0,0,Check-Out,2017-10-31,162,2.0,3,medium_term,257.01,couple,no,0,1,normal,0,42.835
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,22,2019,August,33,19,1,1,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,200.4,0,1,Check-Out,2019-08-21,163,4.0,2,short_term,400.8,family/group,no,0,0,peak,0,50.1
"W Barcelona Barcelona, Spain",0,1,2018,May,21,17,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,16,G,G,0,No Deposit,14.0,0,Transient,0.0,0,1,Check-Out,2018-05-18,164,1.0,1,last_minute,0.0,solo,yes,0,0,normal,0,0.0
"Frankfurt Marriott Hotel Frankfurt, Germany",0,76,2018,April,14,1,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,87.3,0,1,Check-Out,2018-04-03,165,2.0,2,medium_term,174.6,couple,no,0,0,normal,0,43.65
"San Diego Sorrento Valley Courtyard San Diego, CA",1,73,2018,March,14,27,2,2,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,155.76,0,0,Canceled,2018-02-01,166,4.0,4,medium_term,623.04,family/group,no,0,0,normal,0,38.94
"Colony Club, Barbados Barbados",1,240,2018,August,34,19,3,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,99.45,0,1,Canceled,2018-08-05,167,2.0,10,long_term,994.5,couple,no,0,0,peak,0,49.725
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",1,39,2017,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,101.5,0,0,Canceled,2017-07-06,168,2.0,2,medium_term,203.0,couple,no,0,0,peak,0,50.75
"W New York – Times Square New York, NY",0,87,2019,August,32,9,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,0,Transient,155.0,0,0,Check-Out,2019-08-14,169,2.0,5,medium_term,775.0,couple,no,0,0,peak,0,77.5
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,187,2018,May,22,24,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,0,Transient,79.2,0,1,Canceled,2017-11-24,170,2.0,2,long_term,158.4,couple,no,0,0,normal,0,39.6
"Las Vegas Marriott Las Vegas, NV ",1,12,2017,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-07-18,171,2.0,4,short_term,248.0,couple,no,0,0,peak,0,31.0
"Louisville East Courtyard Louisville, KY",0,217,2019,April,17,25,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,0,Transient,99.0,0,1,Check-Out,2019-04-26,172,2.0,1,long_term,99.0,couple,no,0,0,normal,0,49.5
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,286,2018,June,26,23,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,240.0,0,Transient,85.5,0,2,Check-Out,2018-06-27,173,2.0,4,long_term,342.0,couple,no,1,0,peak,1,42.75
"Renaissance Hamburg Hotel Hamburg, Germany",0,40,2019,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,55.0,0,0,Check-Out,2019-01-19,174,1.0,3,medium_term,165.0,solo,no,0,0,normal,0,55.0
"Berlin Marriott Hotel Berlin, Germany",0,141,2019,July,27,3,1,2,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient-Party,152.1,0,0,Check-Out,2019-07-06,175,3.0,3,long_term,456.29999999999995,family/group,no,0,0,peak,0,50.699999999999996
"Treasure Beach, Barbados Barbados",0,15,2018,September,39,20,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,148.0,1,1,Check-Out,2018-09-21,176,2.0,1,short_term,148.0,couple,no,1,0,normal,0,74.0
